dateCaptured,airTempSensationOne,airHumSensationOne,airTempOne,airHumOne,earthTempOne,earthHumOne,lightOne,airTempSensationTwo,airHumSensationTwo,airTempTwo,airHumTwo,earthTempTwo,earthHumTwo,lightTwo,airTempSensationThree,airHumSensationThree,airTempThree,airHumThree,earthTempThree,earthHumThree,lightThree,airTempSensationFour,airHumSensationFour,airTempFour,airHumFour,earthTempFour,earthHumFour,lightFour,airTempSensationFive,airHumSensationFive,airTempFive,airHumFive,earthTempFive,earthHumFive,lightFive,statusCloud,timeSent
11/9/2020 21:31:44,9.33396,9.33396,9.7,99.9,13.6875,28.122,0,10.2009,10.2009,10.5,99.4,14.875,7.44063,0,9.55396,9.55396,9.9,99.9,14.3125,9.33086,0,9.44396,9.44396,9.8,99.9,14.5625,13.3426,0,8.23397,8.23397,8.7,99.9,13.625,12.39,0,false,11/9/2020 21:31:44
11/9/2020 22:2:20,9.33396,9.33396,9.7,99.9,13.5625,27.116,0,9.76351,9.76351,10.1,99.5,14.8125,7.87381,0,9.77396,9.77396,10.1,99.9,14.1875,8.98436,0,9.66396,9.66396,10,99.9,14.4375,13.1541,0,9.11396,9.11396,9.5,99.9,13.5625,12.2425,0,false,11/9/2020 22:2:20
11/9/2020 22:32:56,9.99396,9.99396,10.3,99.9,13.4375,26.2687,0,9.43352,9.43352,9.8,99.5,14.6875,7.74611,0,10.324,10.324,10.6,99.9,14.125,8.89515,0,9.55396,9.55396,9.9,99.9,14.1875,13.1261,0,10.7639,10.7639,11,99.9,13.4375,12.1695,0,false,11/9/2020 22:32:56
12/9/2020 21:15:35,10.324,10.324,10.6,99.9,14.1875,30.4618,0,9.93912,9.93912,10.3,97.8,15.875,8.55972,0,10.214,10.214,10.5,99.9,14.875,22.7829,0,10.8739,10.8739,11.1,99.9,15.5625,19.1078,0,11.2039,11.2039,11.4,99.9,13.9375,12.1117,0,false,12/9/2020 21:15:35
13/9/2020 15:38:40,19.9119,19.9119,20,71.1,13.6875,29.3799,5589.17,32.0133,32.0133,29.3,62.7,15.4375,17.9708,10025,21.2638,21.2638,21.4,63.9,14.9375,37.9757,3322.5,19.8064,19.8064,19.7,79.7,16,19.0829,6481.67,24.0824,24.0824,24.1,58.1,13.3125,9.71537,4290.83,false,13/9/2020 15:38:40
13/9/2020 16:8:4,17.6534,17.6534,17.7,81.5,13.8125,30.4392,4632.5,19.0181,19.0181,19,79,15.5625,18.5415,3915.83,16.3439,16.3439,16.5,81.9,15.125,38.9235,3093.33,17.7546,17.7546,17.5,93.8,16.25,19.9652,6280.83,17.2843,17.2843,17.4,80,13.5625,10.1913,3519.17,false,13/9/2020 16:8:4
13/9/2020 16:37:48,15.7041,15.7041,15.7,91.1,14,31.0952,923.333,17.7318,17.7318,17.7,84.5,15.6875,18.997,3902.5,17.0874,17.0874,17.1,85.1,15.1875,39.3958,3787.5,16.5939,16.5939,16.3,99.9,16.375,20.1067,1109.17,16.6918,16.6918,16.7,86.8,13.6875,10.3722,4007.5,false,13/9/2020 16:37:48
13/9/2020 17:7:30,14.4886,14.4886,14.5,95.1,14.125,31.3956,2348.33,16.8567,16.8567,16.8,88.9,15.8125,19.0711,3387.5,15.9819,15.9819,16,89.1,15.375,40.0694,2965.83,15.0539,15.0539,14.9,99.9,16.4375,20.2383,2549.17,15.5651,15.5651,15.5,94.2,13.8125,10.5697,2939.17,false,13/9/2020 17:7:30
13/9/2020 17:37:23,13.3439,13.3439,13.4,97.6,14.1875,31.3722,615.833,13.4363,13.4363,13.7,88.5,15.8125,18.7795,2557.5,15.0493,15.0493,15.1,91.3,15.375,40.5704,2809.17,13.9539,13.9539,13.9,99.9,16.25,20.0815,660.833,15.3842,15.3842,15.3,95.7,13.875,10.7008,2668.33,false,13/9/2020 17:37:23
13/9/2020 18:7:18,13.3439,13.3439,13.4,97.6,14.1875,31.3722,615.833,12.192,12.192,12.5,91.4,15.875,18.8103,685.833,12.3359,12.3359,12.6,92.7,15.4375,41.1284,210,11.7539,11.7539,11.9,99.9,16.25,20.0588,2.91667,12.5239,12.5239,12.6,99.9,13.9375,10.7021,185,false,13/9/2020 18:7:18
13/9/2020 18:37:38,10.9839,10.9839,11.2,99.9,14.3125,32.0332,0,12.3199,12.3199,12.5,96.3,15.75,18.9988,0.416667,11.5157,11.5157,11.7,99.2,15.375,41.5515,0,10.9839,10.9839,11.2,99.9,16.0625,20.2242,0,11.3139,11.3139,11.5,99.9,13.9375,11.0209,0,false,13/9/2020 18:37:38
13/9/2020 19:8:0,10.9839,10.9839,11.2,99.9,14.3125,32.0951,0,12.3513,12.3513,12.5,97.5,15.75,19.0439,0,10.8739,10.8739,11.1,99.9,15.3125,42.4123,0,10.9839,10.9839,11.2,99.9,15.9375,20.1304,0,8.67397,8.67397,9.1,99.9,13.9375,11.0382,0,false,13/9/2020 19:8:0
13/9/2020 19:38:20,8.89397,8.89397,9.3,99.9,14.25,32.1477,0,11.2591,11.2591,11.5,97.8,15.625,18.8788,0,10.8739,10.8739,11.1,99.9,15.3125,43.2244,0,9.44396,9.44396,9.8,99.9,15.6875,20.3053,0,10.104,10.104,10.4,99.9,13.9375,11.0746,0,false,13/9/2020 19:38:20
13/9/2020 20:8:35,8.23397,8.23397,8.7,99.9,14.1875,32.323,0,10.0596,10.0596,10.4,98.2,15.5,18.9833,0,8.89397,8.89397,9.3,99.9,15.1875,42.9106,0,8.12397,8.12397,8.6,99.9,15.5,20.3482,0,7.57398,7.57398,8.1,99.9,13.8125,11.292,0,false,13/9/2020 20:8:35
13/9/2020 20:38:55,7.57398,7.57398,8.1,99.9,14.125,32.5357,0,8.32047,8.32047,8.8,99,15.5,19.1584,0,8.56397,8.56397,9,99.9,15.125,42.4138,0,7.35398,7.35398,7.9,99.9,15.3125,20.2283,0,7.02398,7.02398,7.6,99.9,13.75,11.3385,0,false,13/9/2020 20:38:55
13/9/2020 21:9:14,7.13398,7.13398,7.7,99.9,14.0625,32.6722,0,6.25138,6.25138,6.9,99.8,15.375,19.0869,0,7.57398,7.57398,8.1,99.9,15,42.5788,0,6.36399,6.36399,7,99.9,15.0625,20.3524,0,5.704,5.704,6.4,99.9,13.75,11.2355,0,false,13/9/2020 21:9:14
13/9/2020 21:39:33,5.924,5.924,6.6,99.9,13.875,32.8649,0,6.36138,6.36138,7,99.8,15.25,19.2457,0,6.58399,6.58399,7.2,99.9,14.9375,43.1761,0,5.594,5.594,6.3,99.9,14.8125,20.306,0,4.71401,4.71401,5.5,99.9,13.625,11.7393,0,false,13/9/2020 21:39:33
13/9/2020 22:9:54,5.704,5.704,6.4,99.9,13.875,32.8224,0,5.704,5.704,6.4,99.9,15.125,19.3014,0,6.034,6.034,6.7,99.9,14.875,43.9185,0,6.034,6.034,6.7,99.9,14.6875,20.1336,0,5.704,5.704,6.4,99.9,13.5625,11.7846,0,false,13/9/2020 22:9:54
13/9/2020 22:40:20,5.924,5.924,6.6,99.9,13.6875,32.5112,0,6.25399,6.25399,6.9,99.9,15,19.1904,0,6.80399,6.80399,7.4,99.9,14.75,44.0131,0,6.36399,6.36399,7,99.9,14.3125,19.7565,0,6.69399,6.69399,7.3,99.9,13.5,11.661,0,false,13/9/2020 22:40:20
13/9/2020 23:10:48,7.13398,7.13398,7.7,99.9,13.625,32.1257,0,5.044,5.044,5.8,99.9,14.875,18.9427,0,7.46398,7.46398,8,99.9,14.625,43.7981,0,7.35398,7.35398,7.9,99.9,14.125,19.5641,0,5.264,5.264,6,99.9,13.4375,11.4736,0,false,13/9/2020 23:10:48
13/9/2020 23:41:12,7.35398,7.35398,7.9,99.9,13.4375,32.1013,0,6.47399,6.47399,7.1,99.9,14.75,18.5896,0,7.35398,7.35398,7.9,99.9,14.5625,43.8801,0,7.68398,7.68398,8.2,99.9,13.875,19.2382,0,6.69399,6.69399,7.3,99.9,13.375,11.4312,0,false,13/9/2020 23:41:12
14/9/2020 0:11:38,7.57398,7.57398,8.1,99.9,13.375,31.8319,0,7.57398,7.57398,8.1,99.9,14.5625,18.4073,0,7.79398,7.79398,8.3,99.9,14.4375,44.7106,0,7.35398,7.35398,7.9,99.9,13.75,19.036,0,7.02398,7.02398,7.6,99.9,13.1875,11.2747,0,false,14/9/2020 0:11:38
14/9/2020 0:42:3,8.01398,8.01398,8.5,99.9,13.1875,31.5157,0,7.79398,7.79398,8.3,99.9,14.5,18.3418,0,7.79398,7.79398,8.3,99.9,14.3125,45.4943,0,8.34397,8.34397,8.8,99.9,13.5625,18.7832,0,7.35398,7.35398,7.9,99.9,13.125,11.072,0,false,14/9/2020 0:42:3
14/9/2020 1:12:26,7.68398,7.68398,8.2,99.9,13.0625,31.3891,0,8.89397,8.89397,9.3,99.9,14.375,18.0467,0,8.12397,8.12397,8.6,99.9,14.25,44.3459,0,7.46398,7.46398,8,99.9,13.375,18.8657,0,8.45397,8.45397,8.9,99.9,13.0625,11.0055,0,false,14/9/2020 1:12:26
14/9/2020 1:42:46,7.13398,7.13398,7.7,99.9,13,31.4634,0,7.13398,7.13398,7.7,99.9,14.25,18.3764,0,7.46398,7.46398,8,99.9,14.125,44.1066,0,6.58399,6.58399,7.2,99.9,13.3125,19.144,0,6.91399,6.91399,7.5,99.9,12.9375,11.3329,0,false,14/9/2020 1:42:46
14/9/2020 2:13:6,6.034,6.034,6.7,99.9,12.875,31.5936,0,6.58399,6.58399,7.2,99.9,14.1875,18.4738,0,6.36399,6.36399,7,99.9,14.0625,44.4467,0,6.47399,6.47399,7.1,99.9,13.125,19.1404,0,6.58399,6.58399,7.2,99.9,12.8125,11.3711,0,false,14/9/2020 2:13:6
14/9/2020 2:43:30,6.144,6.144,6.8,99.9,12.8125,31.5311,0,5.704,5.704,6.4,99.9,14.0625,18.6295,0,6.36399,6.36399,7,99.9,14,45.2368,0,6.80399,6.80399,7.4,99.9,13,19.0135,0,7.79398,7.79398,8.3,99.9,12.75,11.3882,0,false,14/9/2020 2:43:30
14/9/2020 3:13:51,5.704,5.704,6.4,99.9,12.6875,31.6168,0,6.36399,6.36399,7,99.9,14,18.3638,0,6.80399,6.80399,7.4,99.9,13.9375,45.1195,0,5.484,5.484,6.2,99.9,12.8125,19.0774,0,4.82401,4.82401,5.6,99.9,12.6875,11.4557,0,false,14/9/2020 3:13:51
14/9/2020 3:44:10,4.82401,4.82401,5.6,99.9,12.5625,31.6661,0,4.60401,4.60401,5.4,99.9,13.8125,18.6325,0,5.704,5.704,6.4,99.9,13.8125,45.737,0,4.93401,4.93401,5.7,99.9,12.75,19.0692,0,5.924,5.924,6.6,99.9,12.625,11.528,0,false,14/9/2020 3:44:10
14/9/2020 4:14:33,4.93401,4.93401,5.7,99.9,12.4375,31.6259,0,5.924,5.924,6.6,99.9,13.6875,18.5438,0,5.044,5.044,5.8,99.9,13.75,46.221,0,5.154,5.154,5.9,99.9,12.6875,18.9492,0,5.264,5.264,6,99.9,12.5,11.5093,0,false,14/9/2020 4:14:33
14/9/2020 4:44:55,4.71401,4.71401,5.5,99.9,12.375,31.6019,0,4.93401,4.93401,5.7,99.9,13.625,18.5837,0,5.154,5.154,5.9,99.9,13.6875,46.562,0,4.49401,4.49401,5.3,99.9,12.5,18.8671,0,3.72402,3.72402,4.6,99.9,12.4375,11.4098,0,false,14/9/2020 4:44:55
14/9/2020 5:15:18,4.38401,4.38401,5.2,99.9,12.25,31.6226,0,3.39402,3.39402,4.3,99.9,13.5625,18.5463,0,4.93401,4.93401,5.7,99.9,13.5625,46.9336,0,4.60401,4.60401,5.4,99.9,12.375,19.1026,0,4.60401,4.60401,5.4,99.9,12.3125,11.4087,0,false,14/9/2020 5:15:18
14/9/2020 5:45:41,4.16401,4.16401,5,99.9,12.125,31.5816,2.91667,6.034,6.034,6.7,99.9,13.4375,18.4513,66.6667,4.71401,4.71401,5.5,99.9,13.5,47.5134,0.833333,4.93401,4.93401,5.7,99.9,12.1875,19.1654,73.3333,3.28402,3.28402,4.2,99.9,12.3125,11.3021,13.3333,false,14/9/2020 5:45:41
14/9/2020 6:16:9,5.704,5.704,6.4,99.9,12.0625,31.2985,664.167,6.91399,6.91399,7.5,99.9,13.375,18.0948,2136.67,5.264,5.264,6,99.9,13.4375,47.2828,395,6.25399,6.25399,6.9,99.9,12.125,18.8046,1808.33,5.264,5.264,6,99.9,12.25,11.0557,1111.67,false,14/9/2020 6:16:9
14/9/2020 6:46:44,7.79398,7.79398,8.3,99.9,12.0625,30.7137,1870,10.8061,10.8061,11.1,97.3,13.375,17.1283,7091.67,7.79398,7.79398,8.3,99.9,13.375,46.9177,2674.17,10.214,10.214,10.5,99.9,12,18.0538,3482.5,9.44396,9.44396,9.8,99.9,12.1875,10.7369,3645.83,false,14/9/2020 6:46:44
14/9/2020 7:17:28,15.4296,15.4296,15.6,84.8,11.9375,28.9276,8046.67,25.3935,25.3935,25,70.4,13.375,15.1814,10245,13.0224,13.0224,13.3,89.5,13.25,46.8462,3705,16.5939,16.5939,16.3,99.9,11.875,17.1175,5397.5,19.574,19.574,19.7,70.8,12.125,9.90639,3900,false,14/9/2020 7:17:28
14/9/2020 7:48:10,22.2881,22.2881,22.4,61,11.9375,27.2823,7159.17,34.5779,34.5779,31.4,55.6,13.25,14.444,19115,21.1986,21.1986,21.4,61.4,13.3125,46.0565,8449.17,19.7036,19.7036,19.4,88.4,11.8125,16.5819,7506.67,26.0314,26.0314,26,52.7,11.9375,9.10941,16889.2,false,14/9/2020 7:48:10
14/9/2020 8:20:49,23.9665,23.9665,23.8,66.3,11.875,26.9626,8371.67,36.0615,36.0615,33,49.2,13.25,14.1443,15135,27.8588,27.8588,27.4,50.7,13.25,45.9067,32882.5,22.5338,22.5338,21.7,99.9,11.8125,15.7414,12160.8,25.7957,25.7957,25.8,52.1,11.9375,8.65385,10105.8,false,14/9/2020 8:20:49
14/9/2020 8:50:19,18.7407,18.7407,18.8,76.8,11.8125,27.1348,11876.7,17.3639,17.3639,17,99.9,13.1875,23.3848,10700.8,19.2339,19.2339,18.7,99.9,13.125,45.9934,9474.17,17.3639,17.3639,17,99.9,11.75,31.6023,23848.3,17.5839,17.5839,17.2,99.9,11.9375,9.25448,10896.7,false,14/9/2020 8:50:19
14/9/2020 9:21:1,20.3933,20.3933,20.3,76.9,11.75,27.529,8021.67,20.8838,20.8838,20.2,99.9,13.3125,21.5753,11430.8,20.9938,20.9938,20.3,99.9,13.25,46.4083,12175.8,20.3338,20.3338,19.7,99.9,11.9375,36.4267,57724.6,19.8273,19.8273,19.7,80.5,11.9375,9.23164,13508.3,false,14/9/2020 9:21:1
14/9/2020 9:51:41,21.3839,21.3839,21.4,68.5,11.8125,27.333,12568.3,21.2723,21.2723,20.8,89.5,13.3125,20.7812,10800,20.1246,20.1246,19.6,96.1,13.25,46.6298,10931.7,18.6839,18.6839,18.2,99.9,12,35.6662,12397.5,21.4649,21.4649,21.4,71.6,12,9.33092,16048.3,false,14/9/2020 9:51:41
14/9/2020 10:53:52,25.3289,25.3289,25.2,59.5,11.875,27.2373,40393.8,23.5043,23.5043,23,82.3,13.5,20.0836,10438.3,22.3932,22.3932,21.8,90.3,13.25,46.8812,19264.2,20.8838,20.8838,20.2,99.9,12.3125,34.8945,17342.5,24.8677,24.8677,24.7,62.9,12.0625,9.20932,20052.5,false,14/9/2020 10:53:52
14/9/2020 11:40:31,22.8747,22.8747,22.9,62.4,11.9375,27.8418,9917.5,25.4089,25.4089,24.9,75.2,13.8125,19.6765,15716.7,21.9574,21.9574,21.9,69.4,13.375,47.7796,11069.2,22.354,22.354,21.8,88.8,12.8125,34.0284,8348.33,25.0485,25.0485,24.9,61.4,12.25,9.52647,23830,false,14/9/2020 11:40:31
14/9/2020 12:25:39,32.7757,32.7757,30.8,52.5,12.3125,28.1134,37953.3,38.5628,38.5628,31.7,67.1,14,19.4749,50801.2,27.9374,27.9374,26.8,61.6,13.625,48.3483,73167,31.0528,31.0528,28.5,66,13.125,33.2689,43748.5,41.8671,41.8671,36.3,45.4,12.4375,9.34288,59282.5,false,14/9/2020 12:25:39
14/9/2020 12:56:5,35.4234,35.4234,32.7,49,12.4375,28.0865,58366.1,47.6171,47.6171,35.4,62.6,14.5,18.991,61636.4,32.4342,32.4342,30.6,52.5,13.8125,49.7594,54612.5,28.7148,28.7148,31.7,5,13.875,33.8163,23285,42.1658,42.1658,38.6,34.2,12.625,9.19352,54612.5,false,14/9/2020 12:56:5
14/9/2020 13:26:46,40.247,40.247,35.9,43.6,12.6875,28.6224,52681.7,39.1713,39.1713,33.9,52.9,14.8125,19.3213,54612.5,37.5547,37.5547,34.3,45.5,13.9375,49.0052,69003.6,28.5917,28.5917,31.5,5,14.3125,33.3769,36690.8,43.7335,43.7335,39.4,34,12.8125,9.07014,26831.7,false,14/9/2020 13:26:46
14/9/2020 14:33:9,35.5152,35.5152,34.2,39,12.875,29.2287,17034.2,33.7758,33.7758,30.2,62.6,15.0625,19.827,63205.1,32.077,32.077,31.1,46.3,14.1875,49.5507,24988.3,25.6667,25.6667,27.5,5,14.9375,33.4222,26905.8,35.331,35.331,33.2,45.1,12.9375,9.47076,55494.7,false,14/9/2020 14:33:9
14/9/2020 15:16:42,35.6358,35.6358,34,40.8,13.875,31.1053,24759.2,33.5103,33.5103,30.8,56,15.6875,19.7439,51965.6,33.497,33.497,32,46.2,15.125,51.3858,40805.2,26.8098,26.8098,29.1,5,16,33.2795,19026.7,37.9,37.9,35.8,37.4,13.5625,9.66958,34699.2,false,14/9/2020 15:16:42
14/9/2020 15:46:16,27.8876,27.8876,27.7,47,14.1875,31.6759,10640,22.7274,22.7274,22.6,69.4,16.1875,20.0765,7645,27.0641,27.0641,26.6,50.2,15.375,51.8872,10421.7,26.1058,26.1058,27.2,5,16.5,33.6637,11744.2,23.595,23.595,23.6,60.5,13.875,9.98062,7949.17,false,14/9/2020 15:46:16
14/9/2020 16:16:2,18.222,18.222,18.3,78,14.4375,32.8491,6280.83,18.5018,18.5018,18.4,84.5,16.4375,20.9921,4320.83,17.986,17.986,18,81.6,15.625,53.0766,6550.83,19.2215,19.2215,18.9,91,16.875,34.3058,5233.33,17.5225,17.5225,17.6,80.7,14.0625,10.6245,3663.33,false,14/9/2020 16:16:2
14/9/2020 16:46:11,15.7515,15.7515,15.8,88.7,14.6875,34.0111,1291.67,14.8372,14.8372,14.9,91.6,16.625,21.9809,1696.67,14.6489,14.6489,14.8,88.6,15.875,53.473,1336.67,17.2539,17.2539,16.9,99.9,17.125,34.2649,1344.17,15.3581,15.3581,15.3,94.7,14.1875,11.1154,1382.5,false,14/9/2020 16:46:11
14/9/2020 17:16:34,13.3546,13.3546,13.5,93.8,14.9375,34.5869,965.833,12.522,12.522,12.8,91.4,16.625,22.4795,1040,14.2082,14.2082,14.2,97,15.9375,54.287,1120,14.2839,14.2839,14.2,99.9,17.25,34.2,1241.67,12.8095,12.8095,12.9,98.2,14.3125,11.4358,787.5,false,14/9/2020 17:16:34
